Census Tract,FIPS,Area (Land),Area (Water),Total Population,Population Density (Per Sq. Mile),Area (Land),Area Total:,Area Total: Area (Land),Area Total: Area (Water),Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Total Population,Total Population: Not Hispanic or Latino,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More Races,Total Population: Hispanic or Latino,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied,Owner Occupied Housing Units,"Owner Occupied Housing Units: White Alone, Not Hispanic or Latino Homeowners ",Owner Occupied Housing Units: Non-White Homeowners,Renter-Occupied Housing Units,Renter-Occupied Housing Units: White Alone Householder,Renter-Occupied Housing Units: Black or African American Alone Householder,Renter-Occupied Housing Units: American Indian and Alaska Native Alone Householder,Renter-Occupied Housing Units: Asian Alone Householder,Renter-Occupied Housing Units: Native Hawaiian and Other Pacific Islander Alone Householder,Renter-Occupied Housing Units: Some Other Race Alone Householder,Renter-Occupied Housing Units: Two or More Races Householder,"Renter-Occupied Housing Units: White Alone, Not Hispanic or Latino Householder",Renter-Occupied Housing Units: Hispanic or Latino Householder
113232,06037113232,2065813,0,4596,5762.179,0.797614892,0.7976149,0.7976149,0,4596,2794,199,0,630,0,429,544,4596,3676,2541,192,0,630,0,8,305,920,1499,1256,243,1256,706,550,243,243,0,0,0,0,0,0,151,92
113234,06037113234,1012996,9924,5653,14453.37,0.391119959,0.3949516,0.39112,0.003831678,5653,1849,288,256,850,0,1713,697,5653,2299,1175,265,0,843,0,0,16,3354,1637,735,902,735,344,391,902,305,85,28,112,0,250,122,193,512
113235,06037113235,1426747,0,1727,3135.04,0.55087012,0.5508701,0.5508701,0,1727,917,82,9,51,0,367,301,1727,1213,860,82,0,51,0,19,201,514,647,463,184,463,330,133,184,139,9,0,0,0,8,28,139,8
113237,06037113237,4736224,11048,4725,2583.85,1.828666388,1.832932,1.828666,0.004265657,4725,2146,419,25,1177,0,283,675,4725,3382,1826,419,0,804,0,15,318,1343,1560,1100,460,1100,528,572,460,230,119,0,41,0,0,70,217,50
113238,06037113238,709686,0,4547,16594.21,0.274011308,0.2740113,0.2740113,0,4547,1797,164,0,828,0,1352,406,4547,1928,775,164,0,828,0,31,130,2619,1450,384,1066,384,204,180,1066,419,66,0,292,0,239,50,158,500
113239,06037113239,434252,0,2343,13974.24,0.167665642,0.1676656,0.1676656,0,2343,743,303,25,285,10,882,95,2343,1199,567,298,25,285,10,0,14,1144,890,230,660,230,153,77,660,243,95,0,68,0,211,43,181,315
113301,06037113301,2254327,0,4830,5549.169,0.870400558,0.8704005,0.8704005,0,4830,2858,300,8,1068,40,197,359,4830,3935,2539,260,0,1068,40,0,28,895,1638,731,907,731,460,271,907,563,41,8,158,0,82,55,509,199
113303,06037113303,4088551,7269,3774,2390.728,1.578598434,1.581405,1.578598,0.002806577,3774,2115,81,61,697,0,406,414,3774,2672,1717,81,28,697,0,32,117,1102,1284,1090,194,1090,581,509,194,95,23,9,19,0,48,0,86,66
113322,06037113322,1786815,0,4584,6644.507,0.689893158,0.6898932,0.6898932,0,4584,2564,614,43,524,0,349,490,4584,3493,2243,614,1,524,0,0,111,1091,1512,1156,356,1156,749,407,356,120,159,0,0,0,31,46,109,51
113323,06037113323,723904,17,3619,12948.08,0.279500909,0.2795075,0.2795009,6.563737E-06,3619,1481,124,0,481,59,832,642,3619,2094,1302,124,0,481,59,0,128,1525,1499,473,1026,473,174,299,1026,423,74,0,134,0,342,53,367,451
113324,06037113324,324461,0,2771,22119.32,0.125275098,0.1252751,0.1252751,0,2771,1270,178,0,324,0,129,870,2771,1305,772,178,0,324,0,13,18,1466,992,124,868,124,63,61,868,562,81,0,168,0,39,18,275,344
113423,06037113423,710674,0,3077,11213.85,0.274392777,0.2743928,0.2743928,0,3077,1022,68,24,270,0,1164,529,3077,1243,789,50,0,270,0,0,134,1834,866,610,256,610,269,341,256,66,0,0,16,0,174,0,62,178
113424,06037113424,1741131,0,3346,4977.282,0.672254466,0.6722544,0.6722544,0,3346,1042,89,0,644,0,1194,377,3346,1835,869,89,0,644,0,16,217,1511,1073,716,357,716,226,490,357,102,26,0,82,0,97,50,88,150
113425,06037113425,334913,4382,4499,34792.19,0.129310638,0.1310025,0.1293106,0.0016919,4499,1204,304,0,276,0,1979,736,4499,1289,555,304,0,276,0,3,151,3210,1370,35,1335,35,32,3,1335,383,173,0,91,0,462,226,207,762
113426,06037113426,1861894,4116,2322,3230.019,0.718881323,0.7204705,0.7188813,0.001589197,2322,731,15,0,414,0,734,428,2322,1162,665,15,0,414,0,13,55,1160,731,335,396,335,108,227,396,169,0,0,64,0,125,38,142,169
113427,06037113427,252050,7193,2360,24250.63,0.097317053,0.1000943,0.09731705,0.002777233,2360,643,325,4,327,0,873,188,2360,1172,444,325,0,327,0,0,76,1188,951,271,680,271,59,212,680,248,95,0,74,0,236,27,188,301
113428,06037113428,1270492,0,4222,8606.847,0.490539725,0.4905397,0.4905397,0,4222,2484,12,0,528,0,770,428,4222,2562,1920,0,0,528,0,0,114,1660,1087,950,137,950,381,569,137,64,0,0,35,0,38,0,64,38
115101,06037115101,3882382,0,4678,3120.755,1.498996134,1.498996,1.498996,0,4678,2660,29,9,723,0,650,607,4678,3663,2526,29,0,723,0,0,385,1015,1795,1534,261,1534,972,562,261,135,5,0,11,0,32,78,135,85
115103,06037115103,1518656,0,2725,4647.344,0.586356385,0.5863564,0.5863564,0,2725,1322,228,5,580,3,310,277,2725,1881,926,223,0,574,0,6,152,844,8,0,8,0,0,0,8,0,0,0,4,0,4,0,0,4
115104,06037115104,1020182,0,4327,10985.17,0.393894489,0.3938945,0.3938945,0,4327,1549,770,86,1067,0,512,343,4327,3336,1302,732,71,1067,0,3,161,991,1976,522,1454,522,370,152,1454,442,324,0,362,0,177,149,350,376
115202,06037115202,1737515,3837,6010,8958.673,0.670858321,0.6723398,0.6708583,0.001481474,6010,2099,274,16,945,60,1863,753,6010,2999,1581,273,0,877,60,35,173,3011,2069,867,1202,867,369,498,1202,407,55,0,149,27,354,210,341,567
115203,06037115203,604763,0,2236,9576.005,0.23350031,0.2335003,0.2335003,0,2236,846,79,21,303,0,682,305,2236,1102,699,79,21,303,0,0,0,1134,1036,308,728,308,134,174,728,329,29,21,69,0,224,56,269,340
115204,06037115204,762004,8775,3806,12936.28,0.294211402,0.2975994,0.2942114,0.003388047,3806,1510,583,0,626,0,721,366,3806,2795,1446,583,0,617,0,2,147,1011,1575,536,1039,536,280,256,1039,404,321,0,80,0,196,38,378,231
115301,06037115301,1621785,19448,4511,7204.06,0.626174716,0.6336836,0.6261747,0.007508915,4511,1937,114,0,1347,0,625,488,4511,3381,1638,114,0,1347,0,37,245,1130,1577,814,763,814,502,312,763,287,37,0,296,0,114,29,235,152
115302,06037115302,832983,4830,3912,12163.55,0.321616548,0.3234814,0.3216166,0.001864873,3912,703,170,222,374,0,2151,292,3912,965,444,155,19,331,0,0,16,2947,1054,375,679,375,103,272,679,103,38,16,29,0,377,116,60,552
115401,06037115401,1905167,0,5847,7948.731,0.735589122,0.7355891,0.7355891,0,5847,2354,276,0,1043,0,1798,376,5847,3277,1887,268,0,1043,0,0,79,2570,1947,657,1290,657,360,297,1290,482,139,0,157,0,479,33,376,618
115403,06037115403,703742,0,3477,12796.43,0.271716317,0.2717163,0.2717163,0,3477,611,182,0,453,0,1880,351,3477,1265,486,182,0,444,0,7,146,2212,1059,243,816,243,46,197,816,221,67,0,65,0,393,70,194,471
115404,06037115404,946611,6707,2830,7743.06,0.365488566,0.3680781,0.3654886,0.002589587,2830,835,184,0,576,0,925,310,2830,1628,693,184,0,576,0,0,175,1202,851,347,504,347,91,256,504,222,8,0,87,0,136,51,173,185
117101,06037117101,771813,7676,5252,17624.24,0.297998678,0.3009624,0.2979987,0.00296372,5252,1743,682,0,1409,0,924,494,5252,3196,983,535,0,1409,0,32,237,2056,1465,997,468,997,266,731,468,159,67,0,99,0,91,52,51,251
117102,06037117102,1032677,6067,2504,6280.115,0.398718836,0.4010613,0.3987188,0.002342482,2504,1054,70,3,359,0,792,226,2504,999,525,70,0,359,0,37,8,1505,802,650,152,650,176,474,152,111,12,0,0,0,25,4,46,90
117201,06037117201,791651,0,4250,13904.42,0.305658173,0.3056582,0.3056582,0,4250,1012,89,29,616,0,1816,688,4250,1420,499,77,0,616,0,135,93,2830,1219,315,904,315,87,228,904,167,42,0,194,0,372,129,87,517
117202,06037117202,1813873,0,2853,4073.734,0.70034031,0.7003403,0.7003403,0,2853,1057,142,40,690,0,294,630,2853,1705,764,134,6,690,0,0,111,1148,923,599,324,599,238,361,324,154,60,0,42,0,35,33,112,77
117301,06037117301,1331906,0,3632,7062.688,0.514251803,0.5142518,0.5142518,0,3632,1500,156,8,628,0,757,583,3632,2220,1146,156,0,628,0,17,273,1412,1101,810,291,810,327,483,291,133,0,0,105,0,53,0,133,53
117302,06037117302,2051819,0,4957,6257.165,0.792211779,0.7922118,0.7922118,0,4957,2437,408,14,1022,0,502,574,4957,3510,2003,327,0,1022,0,32,126,1447,1593,1260,333,1260,681,579,333,129,52,0,15,0,85,52,118,148
117303,06037117303,1800594,0,4428,6369.269,0.69521326,0.6952133,0.6952133,0,4428,1482,299,0,663,0,1343,641,4428,2011,1087,299,0,586,0,0,39,2417,1178,1012,166,1012,374,638,166,50,0,0,41,0,75,0,50,75
117404,06037117404,1765652,0,5548,8138.214,0.681722077,0.6817221,0.6817221,0,5548,1988,377,100,676,0,1551,856,5548,2984,1754,377,6,676,0,0,171,2564,1389,1082,307,1082,504,578,307,130,0,0,40,0,120,17,113,147
117405,06037117405,201834,0,3176,40755.29,0.077928546,0.07792854,0.07792854,0,3176,711,81,0,29,0,1744,611,3176,290,148,81,0,29,0,22,10,2886,855,68,787,68,25,43,787,127,35,0,8,0,441,176,15,715
117407,06037117407,198328,0,3566,46568.8,0.076574872,0.07657487,0.07657487,0,3566,417,23,54,86,0,2631,355,3566,217,24,23,0,86,0,0,84,3349,1007,4,1003,4,0,4,1003,162,6,13,28,0,690,104,17,934
117408,06037117408,376512,0,2404,16536.87,0.145372102,0.1453721,0.1453721,0,2404,522,203,51,162,0,1207,259,2404,587,199,203,0,162,0,6,17,1817,718,102,616,102,17,85,616,173,9,6,34,0,330,64,75,481
117510,06037117510,330594,4518,3807,29825.36,0.127643062,0.1293875,0.1276431,0.00174441,3807,730,246,52,254,0,1776,749,3807,759,289,185,31,254,0,0,0,3048,1035,134,901,134,58,76,901,118,76,21,85,0,415,186,61,679
117520,06037117520,321687,4030,4571,36802.34,0.12420405,0.12576,0.124204,0.001555992,4571,664,174,67,279,0,2596,791,4571,752,270,138,0,279,0,8,57,3819,1071,101,970,101,10,91,970,177,80,16,29,0,525,143,68,779
117530,06037117530,544547,12334,5963,28361.37,0.210250781,0.215013,0.2102508,0.004762184,5963,1115,190,89,781,0,3113,675,5963,1539,475,190,0,781,0,0,93,4424,1711,318,1393,318,87,231,1393,307,46,16,206,0,668,150,110,999
119001,06037119001,1016690,56537,4462,11366.81,0.39254622,0.4143753,0.3925462,0.02182906,4462,1498,17,40,831,16,1045,1015,4462,1349,434,17,40,819,16,4,19,3113,1020,845,175,845,89,756,175,61,0,0,20,0,44,50,19,144
119003,06037119003,842110,9604,3895,11979.44,0.325140503,0.3288486,0.3251405,0.003708125,3895,2337,13,79,270,0,454,742,3895,422,103,13,0,257,0,0,49,3473,844,632,212,632,22,610,212,72,0,0,13,0,69,58,0,212
119004,06037119004,842714,6812,2768,8507.141,0.325373708,0.3280038,0.3253737,0.002630128,2768,1223,0,0,282,0,802,461,2768,511,229,0,0,282,0,0,0,2257,715,493,222,493,87,406,222,40,0,0,114,0,49,19,26,82
119201,06037119201,947368,4796,4412,12061.87,0.365780845,0.3676326,0.3657809,0.001851746,4412,1393,39,153,192,0,1546,1089,4412,593,312,35,31,192,0,0,23,3819,874,712,162,712,88,624,162,74,0,0,3,0,60,25,34,117
119202,06037119202,959137,10578,4766,12869.78,0.370324882,0.3744091,0.3703249,0.004084189,4766,1513,10,28,399,0,2177,639,4766,617,174,10,28,380,0,0,25,4149,1134,794,340,794,66,728,340,89,0,0,6,0,149,96,0,334
119310,06037119310,425102,3695,3931,23950.12,0.164132807,0.1655595,0.1641328,0.001426648,3931,753,196,47,790,0,1652,493,3931,1571,582,196,8,783,0,0,2,2360,1232,784,448,784,84,700,448,163,9,39,42,0,108,87,131,266
119320,06037119320,486438,10184,4475,23826.67,0.18781477,0.1917468,0.1878148,0.003932064,4475,693,165,37,631,0,2729,220,4475,1278,482,165,0,631,0,0,0,3197,1283,441,842,441,61,380,842,122,16,0,58,0,516,130,74,694
119340,06037119340,122149,0,3905,82799.72,0.047161995,0.047162,0.047162,0,3905,397,80,65,124,0,2914,325,3905,280,90,80,0,110,0,0,0,3625,1012,3,1009,3,0,3,1009,107,40,0,50,0,707,105,21,905
119341,06037119341,326366,0,2750,21823.56,0.126010622,0.1260106,0.1260106,0,2750,418,95,55,567,8,1362,245,2750,925,243,95,0,567,8,9,3,1825,857,326,531,326,22,304,531,120,8,21,98,0,258,26,66,359
119342,06037119342,219099,0,2850,33690.09,0.0845946,0.0845946,0.0845946,0,2850,485,21,56,403,0,1598,287,2850,641,190,21,11,403,0,0,16,2209,786,378,408,378,42,336,408,94,6,4,11,0,262,31,48,343
119400,06037119400,1117289,4269,5061,11731.91,0.431387713,0.433036,0.4313877,0.00164827,5061,2108,53,0,390,0,1909,601,5061,1024,516,53,0,390,0,0,65,4037,1139,908,231,908,150,758,231,131,0,0,0,0,81,19,28,203
119700,06037119700,1288674,21675,4269,8579.873,0.497559834,0.5059286,0.4975598,0.008368765,4269,1712,18,28,1060,0,1098,353,4269,2300,1080,18,0,1030,0,28,144,1969,1247,1011,236,1011,344,667,236,31,0,0,5,0,157,43,7,177
119801,06037119801,609343,2967,2556,10864.18,0.235268658,0.2364142,0.2352687,0.001145565,2556,842,13,0,207,0,1031,463,2556,607,349,13,0,207,0,0,38,1949,631,517,114,517,162,355,114,21,0,0,6,0,40,47,8,100
119802,06037119802,626783,2975,3238,13380.04,0.24200228,0.2431509,0.2420023,0.001148654,3238,866,16,45,516,25,1074,696,3238,711,180,16,0,479,25,0,11,2527,791,567,224,567,52,515,224,104,0,0,24,25,23,48,7,168
119900,06037119900,1052205,0,4521,11128.38,0.406258639,0.4062586,0.4062586,0,4521,1112,32,19,711,0,2195,452,4521,1175,378,32,19,711,0,4,31,3346,1233,1040,193,1040,167,873,193,83,0,0,14,0,91,5,8,171
120010,06037120010,553982,11621,2700,12623.1,0.213893655,0.2183806,0.2138937,0.004486893,2700,286,52,0,376,0,1777,209,2700,634,189,52,0,376,0,0,17,2066,763,371,392,371,85,286,392,46,19,0,56,0,266,5,24,293
120020,06037120020,518506,14554,4359,21773.63,0.200196294,0.2058156,0.2001963,0.005619331,4359,621,303,11,744,31,2466,183,4359,1263,128,303,11,744,31,0,46,3096,1259,211,1048,211,6,205,1048,102,66,0,256,0,608,16,45,670
120030,06037120030,377706,0,2614,17924.6,0.145833108,0.1458331,0.1458331,0,2614,331,11,13,130,0,2118,11,2614,323,158,11,13,130,0,0,11,2291,709,49,660,49,0,49,660,132,11,7,2,0,504,4,90,546
120103,06037120103,138471,0,3030,56673.7,0.053463954,0.05346395,0.05346395,0,3030,277,67,72,117,0,2285,212,3030,212,77,18,0,117,0,0,0,2818,838,58,780,58,10,48,780,79,25,12,28,0,601,35,39,699
120104,06037120104,453888,0,2375,13552.29,0.175247144,0.1752471,0.1752471,0,2375,315,184,22,354,0,1315,185,2375,925,254,184,22,354,0,0,111,1450,803,75,728,75,27,48,728,131,113,0,85,0,331,68,92,402
120105,06037120105,550918,0,2691,12650.99,0.212710638,0.2127106,0.2127106,0,2691,514,34,36,375,0,1366,366,2691,577,156,29,0,375,0,0,17,2114,853,256,597,256,40,216,597,133,16,5,55,0,298,90,68,448
120106,06037120106,205877,415,4443,55894.13,0.079489557,0.07964979,0.07948956,0.000160232,4443,296,40,0,954,2,2839,312,4443,1132,97,40,0,954,2,15,24,3311,1312,260,1052,260,9,251,1052,45,34,0,130,0,780,63,9,870
120107,06037120107,202445,4839,4044,51737.07,0.078164455,0.0800328,0.07816446,0.001868348,4044,430,211,0,321,17,2645,420,4044,630,160,97,0,321,17,5,30,3414,1124,40,1084,40,22,18,1084,176,61,0,70,0,698,79,90,885
120108,06037120108,376444,10489,4511,31036.32,0.145345847,0.1493957,0.1453459,0.004049825,4511,949,30,57,416,0,2717,342,4511,1027,555,30,0,416,0,13,13,3484,1424,537,887,537,114,423,887,249,5,20,36,0,484,93,126,710
120300,06037120300,1718660,0,5299,7985.492,0.663578364,0.6635784,0.6635784,0,5299,1404,255,0,1334,0,1917,389,5299,2795,1044,255,0,1334,0,21,141,2504,1488,999,489,999,254,745,489,161,38,0,165,0,125,0,153,133
120400,06037120400,1065823,0,6170,14993.32,0.411516578,0.4115166,0.4115166,0,6170,2136,364,55,996,0,2141,478,6170,2747,1408,343,0,996,0,0,0,3423,2086,778,1308,778,144,634,1308,504,135,0,249,0,315,105,363,561
121010,06037121010,2036700,538,5277,6710.545,0.7863743,0.786582,0.7863743,0.000207723,5277,2349,1,48,370,0,1731,778,5277,2005,1528,1,0,370,0,71,35,3272,1206,835,371,835,358,477,371,231,0,13,11,0,116,0,140,201
121020,06037121020,824528,0,3661,11499.85,0.318352054,0.318352,0.318352,0,3661,1572,94,47,218,0,959,771,3661,1381,958,73,0,209,0,0,141,2280,1075,607,468,607,210,397,468,249,36,0,24,0,100,59,138,291
121101,06037121101,472252,0,3191,17500.51,0.182337524,0.1823375,0.1823375,0,3191,1228,55,28,219,0,732,929,3191,889,558,55,0,219,0,34,23,2302,989,399,590,399,112,287,590,251,43,0,64,0,100,132,142,332
121102,06037121102,7462900,76989,2271,788.1471,2.881441922,2.911168,2.881442,0.02972562,2271,1263,56,3,100,0,559,290,2271,1191,966,56,0,95,0,53,21,1080,772,468,304,468,295,173,304,168,47,0,5,0,75,9,125,127
121210,06037121210,1997365,29714,2922,3788.964,0.771186971,0.7826596,0.7711869,0.01147264,2922,942,83,47,304,12,955,579,2922,789,284,71,11,304,12,60,47,2133,764,501,263,501,82,419,263,64,9,0,57,0,70,63,15,174
121221,06037121221,504267,0,2237,11489.55,0.194698585,0.1946986,0.1946986,0,2237,983,44,15,161,0,454,580,2237,581,373,44,0,161,0,0,3,1656,517,426,91,426,114,312,91,30,24,0,5,0,22,10,9,53
121222,06037121222,1334916,0,4872,9452.596,0.515413971,0.515414,0.515414,0,4872,1615,206,244,84,0,1832,891,4872,871,512,206,0,84,0,24,45,4001,1243,548,695,548,111,437,695,211,70,23,0,0,234,157,56,569
121600,06037121600,1139500,0,2635,5989.134,0.439963428,0.4399634,0.4399634,0,2635,1385,7,102,819,0,225,97,2635,2163,1267,7,0,819,0,0,70,472,779,675,104,675,337,338,104,72,0,0,21,0,11,0,54,29
121801,06037121801,485689,0,3916,20882.48,0.187525579,0.1875256,0.1875256,0,3916,968,10,31,199,0,1853,855,3916,865,542,10,7,199,0,84,23,3051,1157,341,816,341,51,290,816,330,0,7,47,0,256,176,157,553
121802,06037121802,950694,0,3026,8243.771,0.367065021,0.367065,0.367065,0,3026,858,203,70,260,0,1029,606,3026,877,412,194,0,260,0,0,11,2149,695,451,244,451,139,312,244,96,50,5,4,0,47,42,56,129
121900,06037121900,1687532,0,3314,5086.256,0.651559776,0.6515598,0.6515598,0,3314,1355,75,29,138,0,698,1019,3314,719,521,75,0,123,0,0,0,2595,1036,467,569,467,120,347,569,215,14,0,0,0,109,231,77,478
122000,06037122000,3217927,47179,5034,4051.677,1.242448614,1.260665,1.242449,0.01821592,5034,3122,10,0,370,0,892,640,5034,2888,2443,10,0,370,0,46,19,2146,1577,1132,445,1132,721,411,445,182,10,0,40,0,137,76,154,233
122120,06037122120,719822,0,4692,16882.26,0.27792484,0.2779248,0.2779248,0,4692,1404,144,175,87,0,1716,1166,4692,999,593,138,5,87,0,0,176,3693,1185,656,529,656,165,491,529,138,21,24,0,0,142,204,71,437
122121,06037122121,411960,0,2853,17936.78,0.159058652,0.1590586,0.1590586,0,2853,1019,157,13,31,0,829,804,2853,504,284,157,5,31,0,0,27,2349,788,295,493,295,33,262,493,159,57,8,11,0,121,137,78,347
122122,06037122122,1017265,15394,2507,6382.899,0.392768229,0.3987119,0.3927682,0.005943657,2507,696,127,0,62,0,618,1004,2507,317,115,127,0,62,0,0,13,2190,655,108,547,108,10,98,547,149,50,0,5,0,158,185,34,455
122200,06037122200,1704850,0,3884,5900.527,0.658246293,0.6582463,0.6582463,0,3884,1494,13,0,107,11,1306,953,3884,850,682,13,0,107,0,0,48,3034,876,429,447,429,135,294,447,193,7,0,14,0,166,67,68,358
122410,06037122410,706992,0,3949,14466.73,0.272971149,0.2729712,0.2729712,0,3949,1140,108,138,251,0,1096,1216,3949,720,287,97,0,251,0,0,85,3229,1206,192,1014,192,52,140,1014,292,46,47,74,0,318,237,69,772
122420,06037122420,862724,0,5113,15349.76,0.333099613,0.3330996,0.3330996,0,5113,1312,35,77,372,0,2194,1123,5113,884,430,35,0,360,0,13,46,4229,1313,490,823,490,98,392,823,249,13,13,0,0,402,146,86,689
123010,06037123010,1015841,0,3948,10065.82,0.39221842,0.3922184,0.3922184,0,3948,1337,58,8,56,129,1201,1159,3948,619,383,58,0,56,109,0,13,3329,997,325,672,325,36,289,672,223,19,2,0,0,253,175,45,608
123020,06037123020,565646,0,2634,12060.6,0.218397151,0.2183972,0.2183972,0,2634,1194,42,0,41,0,767,590,2634,627,499,22,0,41,0,0,65,2007,684,391,293,391,92,299,293,184,0,0,0,0,71,38,77,209
123103,06037123103,900961,1374,3917,11260.18,0.347863002,0.3483935,0.347863,0.000530504,3917,1917,264,194,234,0,817,491,3917,2096,1282,256,194,234,0,0,130,1821,1596,599,997,599,307,292,997,501,110,44,17,0,252,73,370,464
123104,06037123104,781696,0,4393,14555.3,0.301814526,0.3018145,0.3018145,0,4393,2445,198,10,170,0,1122,448,4393,2060,1520,153,10,170,0,22,185,2333,1612,508,1104,508,263,245,1104,669,70,0,59,0,135,171,411,531
123203,06037123203,583709,3900,2982,13231.5,0.225371314,0.2268771,0.2253713,0.001505798,2982,1552,105,42,20,0,769,494,2982,849,693,105,0,20,0,18,13,2133,997,161,836,161,79,82,836,404,21,16,0,0,222,173,189,626
123204,06037123204,324207,0,3399,27153.54,0.125177028,0.125177,0.125177,0,3399,1426,137,9,125,0,1246,456,3399,921,661,115,0,125,0,0,20,2478,1041,180,861,180,92,88,861,304,65,0,12,0,341,139,162,639
123205,06037123205,757734,0,2959,10114.07,0.292562745,0.2925628,0.2925628,0,2959,1510,98,66,34,0,596,655,2959,787,602,91,7,26,0,0,61,2172,774,183,591,183,77,106,591,283,23,1,3,0,180,101,101,460
123206,06037123206,602849,0,2371,10186.4,0.23276131,0.2327613,0.2327613,0,2371,925,28,45,42,0,891,440,2371,396,252,28,0,42,0,44,30,1975,791,170,621,170,55,115,621,211,6,5,7,0,237,155,44,557
123301,06037123301,1303485,0,4068,8083.001,0.503278394,0.5032784,0.5032784,0,4068,1865,186,9,898,0,624,486,4068,2588,1387,186,0,898,0,47,70,1480,1651,736,915,736,313,423,915,441,140,0,75,0,118,141,395,278
123303,06037123303,633407,0,3029,12385.52,0.24455982,0.2445598,0.2445598,0,3029,1548,92,19,140,21,900,309,3029,1346,1050,75,0,140,21,0,60,1683,879,338,541,338,179,159,541,257,21,4,14,11,184,50,139,356
123304,06037123304,879083,0,4499,13255.13,0.339415858,0.3394158,0.3394158,0,4499,2598,42,159,197,0,1130,373,4499,2433,2031,42,0,189,0,82,89,2066,1767,401,1366,401,168,233,1366,947,31,31,9,0,171,177,848,399
123410,06037123410,488725,8391,3503,18564.08,0.188697785,0.1919376,0.1886978,0.003239783,3503,1865,38,0,321,0,1045,234,3503,2048,1542,38,0,321,0,11,136,1455,1216,326,890,326,218,108,890,462,20,0,47,0,252,109,407,358
123420,06037123420,778593,8123,4401,14639.92,0.300616451,0.3037528,0.3006164,0.003136308,4401,2625,168,18,244,0,1091,255,4401,1854,1397,168,0,244,0,0,45,2547,1558,462,1096,462,303,159,1096,602,44,9,34,0,292,115,325,674
123510,06037123510,788309,10153,4911,16135.08,0.304367819,0.3082879,0.3043678,0.003920096,4911,2794,102,22,557,0,1169,267,4911,2422,1702,102,0,552,0,23,43,2489,1602,369,1233,369,247,122,1233,643,35,0,102,0,345,108,368,722
123520,06037123520,502129,8707,2619,13508.84,0.193873099,0.1972349,0.1938731,0.003361792,2619,1409,32,63,137,0,523,455,2619,1248,951,32,0,137,0,0,128,1371,763,297,466,297,189,108,466,258,14,16,21,0,130,27,131,300
123601,06037123601,1504226,28231,5145,8858.701,0.58078493,0.591685,0.5807849,0.01090005,5145,3389,186,0,230,0,573,767,5145,3182,2548,186,0,217,0,5,226,1963,1915,749,1166,749,632,117,1166,642,156,0,43,0,140,185,507,441
123602,06037123602,927752,0,3190,8905.464,0.358207065,0.3582071,0.3582071,0,3190,2018,302,0,129,0,465,276,3190,2176,1559,302,0,129,0,1,185,1014,1195,492,703,492,390,102,703,395,113,0,11,0,90,94,294,218
123700,06037123700,952358,0,4214,11460.2,0.367707495,0.3677075,0.3677075,0,4214,2459,496,24,60,0,369,806,4214,2722,1996,496,0,60,0,0,170,1492,1698,820,878,820,495,325,878,345,395,12,19,0,33,74,302,156
123800,06037123800,1290035,0,5696,11435.79,0.498085319,0.4980853,0.4980853,0,5696,3864,127,32,240,0,695,738,5696,4304,3438,127,26,240,0,0,473,1392,2255,986,1269,986,741,245,1269,881,24,0,28,0,200,136,767,355
123901,06037123901,1291196,0,3986,7995.449,0.498533584,0.4985336,0.4985336,0,3986,1641,138,22,283,0,1086,816,3986,1895,1399,138,0,283,0,0,75,2091,1394,518,876,518,460,58,876,331,43,4,82,0,295,121,230,507
123902,06037123902,664411,0,2668,10400.32,0.256530532,0.2565305,0.2565305,0,2668,1360,177,67,314,0,366,384,2668,1764,1227,165,0,305,0,14,53,904,1112,455,657,455,300,155,657,349,96,0,89,0,63,60,310,149
124000,06037124000,1333419,16656,4432,8608.567,0.514835976,0.5212669,0.514836,0.006430918,4432,3353,186,23,293,0,96,481,4432,4000,3269,186,23,273,0,0,249,432,2174,1011,1163,1011,807,204,1163,846,117,0,99,0,60,41,808,98
124102,06037124102,649213,0,3650,14561.41,0.250662551,0.2506626,0.2506626,0,3650,1457,297,0,762,0,685,449,3650,2326,1138,264,0,762,0,0,162,1324,1457,402,1055,402,248,154,1055,443,199,0,88,0,194,131,337,406
124103,06037124103,323950,0,1811,14478.99,0.1250778,0.1250778,0.1250778,0,1811,709,33,10,231,0,636,192,1811,658,379,33,0,231,0,0,15,1153,567,193,374,193,77,116,374,207,21,5,0,0,99,42,127,219
124104,06037124104,324444,0,2764,22064.6,0.125268534,0.1252685,0.1252685,0,2764,1174,184,0,45,0,907,454,2764,1152,766,184,0,41,0,0,161,1612,1053,148,905,148,81,67,905,361,92,0,22,0,246,184,241,447
124105,06037124105,324541,0,2250,17956.04,0.125305986,0.125306,0.125306,0,2250,926,175,8,114,0,852,175,2250,876,543,127,8,108,0,0,90,1374,840,141,699,141,77,64,699,360,65,0,47,0,184,43,244,336
